fieldid,instance_id,path,category,field,participants,items,units,sexed,coding,notes,link,excluded,cat_mult_indicator_fields,cat_single_to_cat_mult,date_convert,valuetype,allow_regression
26967,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of lateralorbitofrontal (right hemisphere),40098,41470,mm2,Unisex,,Area of lateralorbitofrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26967,,,,,Continuous,1
26968,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of lingual (right hemisphere),40098,41470,mm2,Unisex,,Area of lingual in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26968,,,,,Continuous,1
26969,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of medialorbitofrontal (right hemisphere),40098,41470,mm2,Unisex,,Area of medialorbitofrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26969,,,,,Continuous,1
26970,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of middletemporal (right hemisphere),40098,41470,mm2,Unisex,,Area of middletemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26970,,,,,Continuous,1
26971,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of parahippocampal (right hemisphere),40098,41470,mm2,Unisex,,Area of parahippocampal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26971,,,,,Continuous,1
26972,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of paracentral (right hemisphere),40098,41470,mm2,Unisex,,Area of paracentral in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26972,,,,,Continuous,1
26973,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of parsopercularis (right hemisphere),40098,41470,mm2,Unisex,,Area of parsopercularis in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26973,,,,,Continuous,1
26974,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of parsorbitalis (right hemisphere),40098,41470,mm2,Unisex,,Area of parsorbitalis in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26974,,,,,Continuous,1
26975,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of parstriangularis (right hemisphere),40098,41470,mm2,Unisex,,Area of parstriangularis in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26975,,,,,Continuous,1
26976,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of pericalcarine (right hemisphere),40098,41470,mm2,Unisex,,Area of pericalcarine in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26976,,,,,Continuous,1
26977,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of postcentral (right hemisphere),40098,41470,mm2,Unisex,,Area of postcentral in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26977,,,,,Continuous,1
26978,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of posteriorcingulate (right hemisphere),40098,41470,mm2,Unisex,,Area of posteriorcingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26978,,,,,Continuous,1
26979,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of precentral (right hemisphere),40098,41470,mm2,Unisex,,Area of precentral in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26979,,,,,Continuous,1
26980,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of precuneus (right hemisphere),40098,41470,mm2,Unisex,,Area of precuneus in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26980,,,,,Continuous,1
26981,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of rostralanteriorcingulate (right hemisphere),40098,41470,mm2,Unisex,,Area of rostralanteriorcingulate in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26981,,,,,Continuous,1
26982,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of rostralmiddlefrontal (right hemisphere),40098,41470,mm2,Unisex,,Area of rostralmiddlefrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26982,,,,,Continuous,1
26983,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of superiorfrontal (right hemisphere),40098,41470,mm2,Unisex,,Area of superiorfrontal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26983,,,,,Continuous,1
26984,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of superiorparietal (right hemisphere),40098,41470,mm2,Unisex,,Area of superiorparietal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26984,,,,,Continuous,1
26985,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of superiortemporal (right hemisphere),40098,41470,mm2,Unisex,,Area of superiortemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26985,,,,,Continuous,1
26986,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of supramarginal (right hemisphere),40098,41470,mm2,Unisex,,Area of supramarginal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26986,,,,,Continuous,1
26987,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of frontalpole (right hemisphere),40098,41470,mm2,Unisex,,Area of frontalpole in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26987,,,,,Continuous,1
26988,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial,193,Area of transversetemporal (right hemisphere),40098,41470,mm2,Unisex,,Area of transversetemporal in the right hemisphere generated by parcellation of the pial surface using Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26988,,,,,Continuous,1
26989,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in unknown (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in unknown in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26989,,,,,Continuous,1
26990,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in bankssts (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in bankssts in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26990,,,,,Continuous,1
26991,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in caudalanteriorcingulate (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in caudalanteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26991,,,,,Continuous,1
26992,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in caudalmiddlefrontal (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in caudalmiddlefrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26992,,,,,Continuous,1
26993,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in cuneus (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in cuneus in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26993,,,,,Continuous,1
26994,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in entorhinal (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in entorhinal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26994,,,,,Continuous,1
26995,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in fusiform (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in fusiform in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26995,,,,,Continuous,1
26996,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in inferiorparietal (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in inferiorparietal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26996,,,,,Continuous,1
26997,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in inferiortemporal (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in inferiortemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26997,,,,,Continuous,1
26998,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in isthmuscingulate (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in isthmuscingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26998,,,,,Continuous,1
26999,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in lateraloccipital (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in lateraloccipital in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26999,,,,,Continuous,1
27000,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in lateralorbitofrontal (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in lateralorbitofrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27000,,,,,Continuous,1
27001,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in lingual (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in lingual in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27001,,,,,Continuous,1
27002,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in medialorbitofrontal (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in medialorbitofrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27002,,,,,Continuous,1
27003,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in middletemporal (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in middletemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27003,,,,,Continuous,1
27004,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in parahippocampal (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in parahippocampal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27004,,,,,Continuous,1
27005,2,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan gw,194,Grey-white contrast in paracentral (left hemisphere),40098,41470,AU,Unisex,,Grey-white contrast in paracentral in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation,http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27005,,,,,Continuous,1
