"FieldID","Category","Path","Field","ValueType","DataCoding","Excluded","CatMultIndicatorFields","CatSingleToCatMult","DateConvert","Participants","Items","Units","Strata","Instances","Array","Notes","Link","phenoCategory","covarType"
27737,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of Lat-Fis-ant-Horizont (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of Lat-Fis-ant-Horizont in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27737","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27738,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of Lat-Fis-ant-Vertical (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40092,41463,"mm3","Derived",2,1,"Volume of Lat-Fis-ant-Vertical in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27738","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27739,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of Lat-Fis-post (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of Lat-Fis-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27739","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27740,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of Pole-occipital (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of Pole-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27740","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27741,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of Pole-temporal (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of Pole-temporal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27741","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27742,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-calcarine (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-calcarine in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27742","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27743,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-central (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-central in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27743","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27744,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-cingul-Marginalis (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-cingul-Marginalis in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27744","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27745,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-circular-insula-ant (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-circular-insula-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27745","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27746,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-circular-insula-inf (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-circular-insula-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27746","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27747,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-circular-insula-sup (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-circular-insula-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27747","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27748,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-collat-transv-ant (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-collat-transv-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27748","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27749,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-collat-transv-post (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-collat-transv-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27749","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27750,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-front-inf (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-front-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27750","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27751,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-front-middle (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27751","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27752,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-front-sup (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27752","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27753,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-interm-prim-Jensen (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40094,41466,"mm3","Derived",2,1,"Volume of S-interm-prim-Jensen in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27753","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27754,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-intrapariet+P-trans (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-intrapariet+P-trans in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27754","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27755,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-oc-middle+Lunatus (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-oc-middle+Lunatus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27755","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27756,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-oc-sup+transversal (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-oc-sup+transversal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27756","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27757,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-occipital-ant (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-occipital-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27757","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27758,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-oc-temp-lat (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-oc-temp-lat in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27758","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27759,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-oc-temp-med+Lingual (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-oc-temp-med+Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27759","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27760,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-orbital-lateral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-orbital-lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27760","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27761,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-orbital-med-olfact (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-orbital-med-olfact in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27761","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27762,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-orbital-H-Shaped (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-orbital-H-Shaped in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27762","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27763,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-parieto-occipital (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-parieto-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27763","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27764,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-pericallosal (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-pericallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27764","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27765,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-postcentral (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27765","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27766,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-precentral-inf-part (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-precentral-inf-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27766","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27767,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-precentral-sup-part (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-precentral-sup-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27767","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27768,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-suborbital (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-suborbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27768","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27769,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-subparietal (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-subparietal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27769","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27770,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-temporal-inf (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27770","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27771,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-temporal-sup (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40098,41470,"mm3","Derived",2,1,"Volume of S-temporal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27771","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
27772,197,"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer a2009s","Volume of S-temporal-transverse (right hemisphere)","Continuous",NA,NA,NA,NA,NA,40097,41469,"mm3","Derived",2,1,"Volume of S-temporal-transverse in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27772","Freesurfer a2009s","centerSexHeadXYZ_t1eTIV"
30000,100081,"Biological samples > Assay results > Blood assays > Blood count","White blood cell (leukocyte) count","Continuous",NA,NA,NA,NA,NA,479349,503446,"10^9 cells/Litre","Primary",3,1,"Result of ""White Blood Cell Count"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. White blood count is the number of leukocytes.   Analyser operating range was 0 to 9x10^11 cells/Litre.   Typical reference range is 3.5x10^9 to 9.6x10^9 cells/Litre.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30000","Blood count","centerSex"
30001,9081,"Biological samples > Assay results > Blood assays > Blood count > Blood count processing","White blood cell (leukocyte) count freeze-thaw cycles","Integer",NA,NA,NA,NA,NA,474896,474896,"","Auxiliary",1,1,"Number of freeze-thaw cycles sample went through before ""White Blood Cell Count"" assay was performed (blood sample obtained from UK Biobank assessment centre visit).","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30001","Blood count processing","centerSex"
30004,9081,"Biological samples > Assay results > Blood assays > Blood count > Blood count processing","White blood cell (leukocyte) count acquisition route","Categorical single",2226,NA,NA,NA,NA,479349,503446,"","Auxiliary",3,1,"Route whereby data for White blood cell (leukocyte) count was transferred from analyser device to UK Biobank core LIMS database.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30004","Blood count processing","centerSex"
